k,p_k,horizon_N,defects,rho_N,wall_time_s
113,617,383161,0,0.0,0.0011074542999267578
114,619,398161,0,0.0,0.0011470317840576172
115,631,410881,0,0.0,0.001188039779663086
116,641,413449,0,0.0,0.0011904239654541016
117,643,418609,0,0.0,0.0011997222900390625
118,647,426409,0,0.0,0.0012993812561035156
119,653,434281,0,0.0,0.0012488365173339844
120,659,436921,0,0.0,0.0012569427490234375
121,661,452929,0,0.0,0.0013027191162109375
122,673,458329,0,0.0,0.0012080669403076172
123,677,466489,0,0.0,0.0013425350189208984
124,683,477481,0,0.0,0.0013670921325683594
125,691,491401,0,0.0,0.001416921615600586
126,701,502681,0,0.0,0.001447916030883789
127,709,516961,0,0.0,0.0014834403991699219
128,719,528529,0,0.0,0.0015246868133544922
129,727,537289,0,0.0,0.0015463829040527344
130,733,546121,0,0.0,0.0015625953674316406
131,739,552049,0,0.0,0.0015881061553955078
132,743,564001,0,0.0,0.001605987548828125
133,751,573049,0,0.0,0.001678466796875
134,757,579121,0,0.0,0.0017056465148925781
135,761,591361,0,0.0,0.0018343925476074219
136,769,597529,0,0.0,0.001711130142211914
137,773,619369,0,0.0,0.0017681121826171875
138,787,635209,0,0.0,0.001811981201171875
139,797,654481,0,0.0,0.0018677711486816406
140,809,657721,0,0.0,0.0019123554229736328
141,811,674041,0,0.0,0.0019249916076660156
142,821,677329,0,0.0,0.0019271373748779297
143,823,683929,0,0.0,0.0019440650939941406
144,827,687241,0,0.0,0.001954793930053711
145,829,703921,0,0.0,0.002004861831665039
146,839,727609,0,0.0,0.0020568370819091797
147,853,734449,0,0.0,0.0019216537475585938
148,857,737881,0,0.0,0.002094268798828125
149,859,744769,0,0.0,0.0021135807037353516
150,863,769129,0,0.0,0.0021827220916748047
151,877,776161,0,0.0,0.002213001251220703
152,881,779689,0,0.0,0.0022172927856445312
153,883,786769,0,0.0,0.002263784408569336
154,887,822649,0,0.0,0.002339601516723633
155,907,829921,0,0.0,0.002418994903564453
156,911,844561,0,0.0,0.0023920536041259766
157,919,863041,0,0.0,0.0024433135986328125
158,929,877969,0,0.0,0.0024878978729248047
159,937,885481,0,0.0,0.002339601516723633
160,941,896809,0,0.0,0.0025463104248046875
161,947,908209,0,0.0,0.002573251724243164
162,953,935089,0,0.0,0.0026509761810302734
163,967,942841,0,0.0,0.002667665481567383
164,971,954529,0,0.0,0.0027043819427490234
165,977,966289,0,0.0,0.002748727798461914
166,983,982081,0,0.0,0.0027756690979003906
167,991,994009,0,0.0,0.0028755664825439453
168,997,1018081,0,0.0,0.0028760433197021484
169,1009,1026169,0,0.0,0.0029022693634033203
170,1013,1038361,0,0.0,0.0029289722442626953
171,1019,1042441,0,0.0,0.002780437469482422
172,1021,1062961,0,0.0,0.00305938720703125
173,1031,1067089,0,0.0,0.0030193328857421875
174,1033,1079521,0,0.0,0.003110647201538086
175,1039,1100401,0,0.0,0.0031702518463134766
176,1049,1104601,0,0.0,0.0031795501708984375
177,1051,1125721,0,0.0,0.0032410621643066406
178,1061,1129969,0,0.0,0.003185749053955078
179,1063,1142761,0,0.0,0.0032067298889160156
180,1069,1181569,0,0.0,0.003407001495361328
181,1087,1190281,0,0.0,0.0033540725708007812
182,1091,1194649,0,0.0,0.0034346580505371094
183,1093,1203409,0,0.0,0.0032541751861572266
184,1097,1216609,0,0.0,0.003429889678955078
185,1103,1229881,0,0.0,0.0034637451171875
186,1109,1247689,0,0.0,0.003551483154296875
187,1117,1261129,0,0.0,0.0032854080200195312
188,1123,1274641,0,0.0,0.003622770309448242
189,1129,1324801,0,0.0,0.003753662109375
190,1151,1329409,0,0.0,0.00373077392578125
191,1153,1352569,0,0.0,0.0038204193115234375
192,1163,1371241,0,0.0,0.003822803497314453
193,1171,1394761,0,0.0,0.003951072692871094
194,1181,1408969,0,0.0,0.003922939300537109
195,1187,1423249,0,0.0,0.003977060317993164
196,1193,1442401,0,0.0,0.0040035247802734375
197,1201,1471369,0,0.0,0.004124164581298828
198,1213,1481089,0,0.0,0.004128932952880859
199,1217,1495729,0,0.0,0.004195690155029297
200,1223,1510441,0,0.0,0.004231452941894531
201,1229,1515361,0,0.0,0.004319429397583008
202,1231,1530169,0,0.0,0.0042819976806640625
203,1237,1560001,0,0.0,0.004390716552734375
204,1249,1585081,0,0.0,0.0044476985931396484
205,1259,1630729,0,0.0,0.004561424255371094
206,1277,1635841,0,0.0,0.004579067230224609
207,1279,1646089,0,0.0,0.004460811614990234
208,1283,1661521,0,0.0,0.004660844802856445
209,1289,1666681,0,0.0,0.004755735397338867
210,1291,1682209,0,0.0,0.004704713821411133
211,1297,1692601,0,0.0,0.004740476608276367
212,1301,1697809,0,0.0,0.004747152328491211
213,1303,1708249,0,0.0,0.004870176315307617
214,1307,1739761,0,0.0,0.004948139190673828
215,1319,1745041,0,0.0,0.0048520565032958984
216,1321,1760929,0,0.0,0.004972219467163086
217,1327,1852321,0,0.0,0.005184650421142578
218,1361,1868689,0,0.0,0.005167484283447266
219,1367,1885129,0,0.0,0.005066394805908203
220,1373,1907161,0,0.0,0.005322933197021484
221,1381,1957201,0,0.0,0.005543708801269531
222,1399,1985281,0,0.0,0.005524635314941406
223,1409,2024929,0,0.0,0.005624294281005859
224,1423,2036329,0,0.0,0.005236387252807617
225,1427,2042041,0,0.0,0.005806922912597656
226,1429,2053489,0,0.0,0.005724430084228516
227,1433,2070721,0,0.0,0.006071329116821289
228,1439,2093809,0,0.0,0.005829572677612305
229,1447,2105401,0,0.0,0.005859851837158203
230,1451,2111209,0,0.0,0.005841970443725586
231,1453,2128681,0,0.0,0.005872964859008789
232,1459,2163841,0,0.0,0.006216287612915039
233,1471,2193361,0,0.0,0.006292581558227539
234,1481,2199289,0,0.0,0.006392002105712891
235,1483,2211169,0,0.0,0.006470680236816406
236,1487,2217121,0,0.0,0.006297111511230469
237,1489,2229049,0,0.0,0.0064241886138916016
238,1493,2247001,0,0.0,0.006415605545043945
239,1499,2283121,0,0.0,0.006543397903442383
240,1511,2319529,0,0.0,0.006849050521850586
241,1523,2343961,0,0.0,0.006728172302246094
242,1531,2380849,0,0.0,0.006862640380859375
243,1543,2399401,0,0.0,0.006531953811645508
244,1549,2411809,0,0.0,0.00681614875793457
245,1553,2430481,0,0.0,0.006747245788574219
246,1559,2455489,0,0.0,0.0067594051361083984
247,1567,2468041,0,0.0,0.006846427917480469
248,1571,2493241,0,0.0,0.0068721771240234375
249,1579,2505889,0,0.0,0.007102012634277344
250,1583,2550409,0,0.0,0.007073163986206055
251,1597,2563201,0,0.0,0.006947994232177734
252,1601,2582449,0,0.0,0.007146358489990234
253,1607,2588881,0,0.0,0.007172822952270508
254,1609,2601769,0,0.0,0.007204294204711914
255,1613,2621161,0,0.0,0.00726771354675293
256,1619,2627641,0,0.0,0.007425546646118164
257,1621,2647129,0,0.0,0.007644176483154297
258,1627,2679769,0,0.0,0.007699251174926758
259,1637,2745649,0,0.0,0.007881641387939453
260,1657,2765569,0,0.0,0.007808208465576172
261,1663,2778889,0,0.0,0.008054018020629883
262,1667,2785561,0,0.0,0.007882118225097656
263,1669,2866249,0,0.0,0.008030891418457031
264,1693,2879809,0,0.0,0.008142471313476562
265,1697,2886601,0,0.0,0.008086204528808594
266,1699,2920681,0,0.0,0.008393049240112305
267,1709,2961841,0,0.0,0.00783991813659668
268,1721,2968729,0,0.0,0.008547782897949219
269,1723,3003289,0,0.0,0.008778810501098633
270,1733,3031081,0,0.0,0.00864100456237793
271,1741,3052009,0,0.0,0.008884906768798828
272,1747,3073009,0,0.0,0.00884699821472168
273,1753,3094081,0,0.0,0.00896000862121582
274,1759,3157729,0,0.0,0.009015560150146484
275,1777,3179089,0,0.0,0.009226560592651367
276,1783,3193369,0,0.0,0.009037971496582031
277,1787,3200521,0,0.0,0.008989095687866211
278,1789,3243601,0,0.0,0.009251117706298828
279,1801,3279721,0,0.0,0.009304523468017578
280,1811,3323329,0,0.0,0.008605480194091797
281,1823,3352561,0,0.0,0.009248495101928711
282,1831,3411409,0,0.0,0.009396553039550781
283,1847,3463321,0,0.0,0.009547710418701172
284,1861,3485689,0,0.0,0.009577274322509766
285,1867,3500641,0,0.0,0.009650468826293945
286,1871,3508129,0,0.0,0.009665489196777344
287,1873,3523129,0,0.0,0.00977182388305664
288,1877,3530641,0,0.0,0.009870767593383789
289,1879,3568321,0,0.0,0.00980997085571289
290,1889,3613801,0,0.0,0.010013341903686523
291,1901,3636649,0,0.0,0.009984493255615234
292,1907,3659569,0,0.0,0.009458303451538086
293,1913,3728761,0,0.0,0.010237455368041992
294,1931,3736489,0,0.0,0.010331153869628906
295,1933,3798601,0,0.0,0.010422229766845703
296,1949,3806401,0,0.0,0.010533571243286133
297,1951,3892729,0,0.0,0.010852336883544922
298,1973,3916441,0,0.0,0.010990381240844727
299,1979,3948169,0,0.0,0.010983705520629883
300,1987,3972049,0,0.0,0.01098942756652832
301,1993,3988009,0,0.0,0.011040210723876953
302,1997,3996001,0,0.0,0.010953187942504883
303,1999,4012009,0,0.0,0.010996341705322266
304,2003,4044121,0,0.0,0.010552406311035156
305,2011,4068289,0,0.0,0.01128244400024414
306,2017,4108729,0,0.0,0.011530160903930664
307,2027,4116841,0,0.0,0.011242866516113281
308,2029,4157521,0,0.0,0.01130366325378418
309,2039,4214809,0,0.0,0.011625528335571289
310,2053,4255969,0,0.0,0.01161050796508789
311,2063,4280761,0,0.0,0.01177835464477539
312,2069,4330561,0,0.0,0.011840343475341797
313,2081,4338889,0,0.0,0.01202392578125
314,2083,4355569,0,0.0,0.01201176643371582
315,2087,4363921,0,0.0,0.011981487274169922
316,2089,4405801,0,0.0,0.011086225509643555
317,2099,4456321,0,0.0,0.013226509094238281
318,2111,4464769,0,0.0,0.012907028198242188
319,2113,4532641,0,0.0,0.01271200180053711
320,2129,4541161,0,0.0,0.013458251953125
321,2131,4566769,0,0.0,0.012975454330444336
322,2137,4583881,0,0.0,0.013505220413208008
323,2141,4592449,0,0.0,0.012988090515136719
324,2143,4635409,0,0.0,0.012706279754638672
325,2153,4669921,0,0.0,0.013323783874511719
326,2161,4748041,0,0.0,0.013277769088745117
327,2179,4853209,0,0.0,0.013505697250366211
328,2203,4870849,0,0.0,0.012562036514282227
329,2207,4897369,0,0.0,0.013704776763916016
330,2213,4932841,0,0.0,0.013844013214111328
331,2221,5004169,0,0.0,0.013666868209838867
332,2237,5013121,0,0.0,0.013622045516967773
333,2239,5031049,0,0.0,0.013671875
334,2243,5067001,0,0.0,0.013851642608642578
335,2251,5139289,0,0.0,0.014180898666381836
336,2267,5148361,0,0.0,0.014122724533081055
337,2269,5166529,0,0.0,0.014237403869628906
338,2273,5202961,0,0.0,0.014199256896972656
339,2281,5230369,0,0.0,0.014097213745117188
340,2287,5257849,0,0.0,0.013030529022216797
341,2293,5276209,0,0.0,0.014211893081665039
342,2297,5331481,0,0.0,0.01422882080078125
343,2309,5340721,0,0.0,0.014302492141723633
344,2311,5442889,0,0.0,0.014590978622436523
345,2333,5470921,0,0.0,0.014678955078125
346,2339,5480281,0,0.0,0.014731645584106445
347,2341,5508409,0,0.0,0.014699697494506836
348,2347,5527201,0,0.0,0.014835119247436523
349,2351,5555449,0,0.0,0.015131950378417969
350,2357,5621641,0,0.0,0.01565074920654297
351,2371,5650129,0,0.0,0.01536870002746582
352,2377,5669161,0,0.0,0.014828205108642578
353,2381,5678689,0,0.0,0.015589475631713867
354,2383,5707321,0,0.0,0.01556253433227539
355,2389,5726449,0,0.0,0.015880346298217773
356,2393,5755201,0,0.0,0.0156400203704834
357,2399,5812921,0,0.0,0.01584482192993164
358,2411,5841889,0,0.0,0.016147136688232422
359,2417,5870929,0,0.0,0.016137123107910156
360,2423,5938969,0,0.0,0.016361713409423828
361,2437,5958481,0,0.0,0.01667618751525879
362,2441,5987809,0,0.0,0.016366958618164062
363,2447,6046681,0,0.0,0.016851425170898438
364,2459,6086089,0,0.0,0.015618085861206055
365,2467,6115729,0,0.0,0.0168304443359375
366,2473,6135529,0,0.0,0.017171144485473633
367,2477,6265009,0,0.0,0.017603635787963867
368,2503,6355441,0,0.0,0.01760578155517578
369,2521,6405961,0,0.0,0.01796245574951172
370,2531,6446521,0,0.0,0.017646074295043945
371,2539,6466849,0,0.0,0.017609357833862305
372,2543,6497401,0,0.0,0.017835378646850586
373,2549,6507601,0,0.0,0.018090009689331055
374,2551,6538249,0,0.0,0.01807999610900879
375,2557,6651241,0,0.0,0.01831793785095215
376,2579,6713281,0,0.0,0.01719379425048828
377,2591,6723649,0,0.0,0.018384218215942383
378,2593,6806881,0,0.0,0.019161701202392578
379,2609,6848689,0,0.0,0.019169330596923828
380,2617,6869641,0,0.0,0.0199739933013916
381,2621,6932689,0,0.0,0.01903367042541504
382,2633,7006609,0,0.0,0.019176006317138672
383,2647,7059649,0,0.0,0.01909780502319336
384,2657,7070281,0,0.0,0.01966238021850586
385,2659,7091569,0,0.0,0.019289016723632812
386,2663,7134241,0,0.0,0.019762516021728516
387,2671,7166329,0,0.0,0.019558429718017578
388,2677,7198489,0,0.0,0.01837301254272461
389,2683,7219969,0,0.0,0.019938945770263672
390,2687,7230721,0,0.0,0.01978468894958496
391,2689,7252249,0,0.0,0.02013373374938965
392,2693,7284601,0,0.0,0.019626855850219727
393,2699,7327849,0,0.0,0.02000880241394043
394,2707,7349521,0,0.0,0.020824909210205078
395,2711,7360369,0,0.0,0.01997065544128418
396,2713,7392961,0,0.0,0.020049333572387695
397,2719,7447441,0,0.0,0.020203590393066406
398,2729,7458361,0,0.0,0.0200655460357666
399,2731,7513081,0,0.0,0.020320415496826172
400,2741,7557001,0,0.0,0.018986225128173828
401,2749,7579009,0,0.0,0.02065277099609375
402,2753,7656289,0,0.0,0.020708084106445312
403,2767,7711729,0,0.0,0.021229028701782227
404,2777,7778521,0,0.0,0.02117323875427246
405,2789,7789681,0,0.0,0.021233320236206055
406,2791,7823209,0,0.0,0.021162748336791992
407,2797,7845601,0,0.0,0.021602630615234375
408,2801,7856809,0,0.0,0.02125072479248047
409,2803,7946761,0,0.0,0.02143573760986328
410,2819,8025889,0,0.0,0.021912813186645508
411,2833,8048569,0,0.0,0.022172927856445312
412,2837,8082649,0,0.0,0.022133827209472656
413,2843,8128201,0,0.0,0.02074265480041504
414,2851,8162449,0,0.0,0.022283554077148438
415,2857,8185321,0,0.0,0.02246236801147461
416,2861,8288641,0,0.0,0.022516965866088867
417,2879,8334769,0,0.0,0.022652864456176758
418,2887,8392609,0,0.0,0.022674560546875
419,2897,8427409,0,0.0,0.023132801055908203
420,2903,8462281,0,0.0,0.023168325424194336
421,2909,8508889,0,0.0,0.02349114418029785
422,2917,8567329,0,0.0,0.023341655731201172
423,2927,8637721,0,0.0,0.02341914176940918
424,2939,8720209,0,0.0,0.023710012435913086
425,2953,8743849,0,0.0,0.022843599319458008
426,2957,8779369,0,0.0,0.024241209030151367
427,2963,8814961,0,0.0,0.024384021759033203
428,2969,8826841,0,0.0,0.02429938316345215
429,2971,8994001,0,0.0,0.024764299392700195
430,2999,9006001,0,0.0,0.02514505386352539
431,3001,9066121,0,0.0,0.025060176849365234
432,3011,9114361,0,0.0,0.025252819061279297
433,3019,9138529,0,0.0,0.025408029556274414
434,3023,9223369,0,0.0,0.026092052459716797
435,3037,9247681,0,0.0,0.026007652282714844
436,3041,9296401,0,0.0,0.02605271339416504
437,3049,9369721,0,0.0,0.023805618286132812
438,3061,9406489,0,0.0,0.025144577026367188
439,3067,9480241,0,0.0,0.024888992309570312
440,3079,9504889,0,0.0,0.025249719619750977
441,3083,9541921,0,0.0,0.02552032470703125
442,3089,9665881,0,0.0,0.02547478675842285
443,3109,9728161,0,0.0,0.026061296463012695
444,3119,9740641,0,0.0,0.026029109954833984
445,3121,9840769,0,0.0,0.025928258895874023
446,3137,10004569,0,0.0,0.026202678680419922
447,3163,10029889,0,0.0,0.02658224105834961
448,3167,10042561,0,0.0,0.026881933212280273
449,3169,10118761,0,0.0,0.0263364315032959
450,3181,10156969,0,0.0,0.02656722068786621
451,3187,10182481,0,0.0,0.026381731033325195
452,3191,10259209,0,0.0,0.027011871337890625
453,3203,10297681,0,0.0,0.026723384857177734
454,3209,10349089,0,0.0,0.026920795440673828
455,3217,10374841,0,0.0,0.02723979949951172
456,3221,10426441,0,0.0,0.02712249755859375
457,3229,10569001,0,0.0,0.027660846710205078
458,3251,10582009,0,0.0,0.027570486068725586
459,3253,10608049,0,0.0,0.02749013900756836
460,3257,10621081,0,0.0,0.02792644500732422
461,3259,10699441,0,0.0,0.02739405632019043
462,3271,10883401,0,0.0,0.02897477149963379
463,3299,10896601,0,0.0,0.028908491134643555
464,3301,10936249,0,0.0,0.02944326400756836
465,3307,10975969,0,0.0,0.029842138290405273
466,3313,11015761,0,0.0,0.02915501594543457
467,3319,11042329,0,0.0,0.029834747314453125
468,3323,11082241,0,0.0,0.028295278549194336
469,3329,11095561,0,0.0,0.029781818389892578
470,3331,11175649,0,0.0,0.02931952476501465
471,3343,11202409,0,0.0,0.029450178146362305
472,3347,11282881,0,0.0,0.030574321746826172
473,3359,11296321,0,0.0,0.029898881912231445
474,3361,11363641,0,0.0,0.029351472854614258
475,3371,11377129,0,0.0,0.03165912628173828
476,3373,11485321,0,0.0,0.031443119049072266
477,3389,11498881,0,0.0,0.03233742713928223
478,3391,11607649,0,0.0,0.0321803092956543
479,3407,11648569,0,0.0,0.03230118751525879
480,3413,11785489,0,0.0,0.03225302696228027
481,3433,11895601,0,0.0,0.03249931335449219
482,3449,11950849,0,0.0,0.03265094757080078
483,3457,11978521,0,0.0,0.03273439407348633
484,3461,11992369,0,0.0,0.0331578254699707
485,3463,12020089,0,0.0,0.033211469650268555
486,3467,12033961,0,0.0,0.03169584274291992
487,3469,12187081,0,0.0,0.03357410430908203
488,3491,12243001,0,0.0,0.03408193588256836
489,3499,12327121,0,0.0,0.034745216369628906
490,3511,12369289,0,0.0,0.03467226028442383
491,3517,12439729,0,0.0,0.03431081771850586
492,3527,12453841,0,0.0,0.03427004814147949
493,3529,12482089,0,0.0,0.0344233512878418
494,3533,12524521,0,0.0,0.03458404541015625
495,3539,12538681,0,0.0,0.03504514694213867
496,3541,12581209,0,0.0,0.03513503074645996
497,3547,12652249,0,0.0,0.035070180892944336
498,3557,12666481,0,0.0,0.03161787986755371
499,3559,12752041,0,0.0,0.03346109390258789
500,3571,12823561,0,0.0,0.03655195236206055
501,3581,12837889,0,0.0,0.03737378120422363
502,3583,12909649,0,0.0,0.036550045013427734
503,3593,13010449,0,0.0,0.037053823471069336
504,3607,13053769,0,0.0,0.037229299545288086
505,3613,13082689,0,0.0,0.036889076232910156
506,3617,13126129,0,0.0,0.03730058670043945
507,3623,13184161,0,0.0,0.03741002082824707
508,3631,13227769,0,0.0,0.03711891174316406
509,3637,13271449,0,0.0,0.03756308555603027
510,3643,13388281,0,0.0,0.03770756721496582
511,3659,13476241,0,0.0,0.036014556884765625
512,3671,13490929,0,0.0,0.03784966468811035
513,3673,13520329,0,0.0,0.03850817680358887
514,3677,13623481,0,0.0,0.038797616958618164
515,3691,13667809,0,0.0,0.03900027275085449
516,3697,13697401,0,0.0,0.040163516998291016
517,3701,13756681,0,0.0,0.038684844970703125
518,3709,13830961,0,0.0,0.03936266899108887
519,3719,13890529,0,0.0,0.039157867431640625
520,3727,13935289,0,0.0,0.0390925407409668
521,3733,13980121,0,0.0,0.03929424285888672
522,3739,14145121,0,0.0,0.039476633071899414
523,3761,14190289,0,0.0,0.03886675834655762
524,3767,14205361,0,0.0,0.0360107421875
525,3769,14280841,0,0.0,0.039494991302490234
526,3779,14386849,0,0.0,0.03914904594421387
527,3793,14417209,0,0.0,0.039687395095825195
528,3797,14462809,0,0.0,0.039666175842285156
529,3803,14600041,0,0.0,0.039727210998535156
530,3821,14615329,0,0.0,0.04005098342895508
531,3823,14691889,0,0.0,0.04018664360046387
532,3833,14799409,0,0.0,0.03993082046508789
533,3847,14830201,0,0.0,0.039768218994140625
534,3851,14845609,0,0.0,0.040097713470458984
535,3853,14922769,0,0.0,0.04019904136657715
536,3863,15031129,0,0.0,0.0400698184967041
537,3877,15062161,0,0.0,0.04280352592468262
538,3881,15124321,0,0.0,0.04324698448181152
539,3889,15264649,0,0.0,0.04387354850769043
540,3907,15295921,0,0.0,0.043764352798461914
541,3911,15342889,0,0.0,0.0438230037689209
542,3917,15358561,0,0.0,0.04475688934326172
543,3919,15389929,0,0.0,0.04345965385437012
544,3923,15437041,0,0.0,0.04325413703918457
545,3929,15452761,0,0.0,0.04360342025756836
546,3931,15547249,0,0.0,0.044191837310791016
547,3943,15578809,0,0.0,0.04377150535583496
548,3947,15737089,0,0.0,0.04149818420410156
549,3967,15912121,0,0.0,0.04284501075744629
550,3989,16008001,0,0.0,0.04051494598388672
551,4001,16024009,0,0.0,0.04332780838012695
552,4003,16056049,0,0.0,0.04338788986206055
553,4007,16104169,0,0.0,0.043396711349487305
554,4013,16152361,0,0.0,0.04437613487243652
555,4019,16168441,0,0.0,0.04417300224304199
556,4021,16216729,0,0.0,0.04402589797973633
557,4027,16394401,0,0.0,0.04427623748779297
558,4049,16410601,0,0.0,0.04375791549682617
559,4051,16459249,0,0.0,0.04435896873474121
560,4057,16589329,0,0.0,0.04446911811828613
561,4073,16638241,0,0.0,0.04477739334106445
562,4079,16736281,0,0.0,0.04318404197692871
563,4091,16752649,0,0.0,0.044664621353149414
564,4093,16801801,0,0.0,0.044838666915893555
565,4099,16900321,0,0.0,0.04557633399963379
566,4111,17032129,0,0.0,0.046305179595947266
567,4127,17048641,0,0.0,0.045732975006103516
568,4129,17081689,0,0.0,0.0455625057220459
569,4133,17131321,0,0.0,0.04564070701599121
570,4139,17247409,0,0.0,0.04643607139587402
571,4153,17280649,0,0.0,0.04665851593017578
572,4157,17297281,0,0.0,0.04385495185852051
573,4159,17447329,0,0.0,0.047185659408569336
574,4177,17648401,0,0.0,0.047003746032714844
575,4201,17732521,0,0.0,0.048976898193359375
576,4211,17783089,0,0.0,0.04466986656188965
577,4217,17799961,0,0.0,0.04878544807434082
578,4219,17884441,0,0.0,0.04880833625793457
579,4229,17901361,0,0.0,0.04922342300415039
580,4231,17986081,0,0.0,0.049591779708862305
581,4241,18003049,0,0.0,0.04957938194274902
582,4243,18088009,0,0.0,0.05027198791503906
583,4253,18139081,0,0.0,0.050290822982788086
584,4259,18156121,0,0.0,0.05010414123535156
585,4261,18241441,0,0.0,0.05019545555114746
586,4271,18258529,0,0.0,0.05037856101989746
587,4273,18344089,0,0.0,0.04692888259887695
588,4283,18395521,0,0.0,0.05010724067687988
589,4289,18464209,0,0.0,0.05037283897399902
590,4297,18722929,0,0.0,0.04698467254638672
591,4327,18809569,0,0.0,0.051444053649902344
592,4337,18826921,0,0.0,0.05102038383483887
593,4339,18913801,0,0.0,0.05189919471740723
594,4349,18983449,0,0.0,0.051900625228881836
595,4357,19035769,0,0.0,0.05319404602050781
596,4363,19123129,0,0.0,0.05250954627990723
597,4373,19280881,0,0.0,0.052987098693847656
598,4391,19333609,0,0.0,0.05327129364013672
599,4397,19439281,0,0.0,0.0531773567199707
600,4409,19545241,0,0.0,0.05244159698486328
601,4421,19562929,0,0.0,0.0533452033996582
602,4423,19722481,0,0.0,0.05065178871154785
603,4441,19775809,0,0.0,0.053948402404785156
604,4447,19811401,0,0.0,0.05106163024902344
605,4451,19864849,0,0.0,0.05416607856750488
606,4457,19918369,0,0.0,0.05356454849243164
607,4463,20079361,0,0.0,0.054599761962890625
608,4481,20097289,0,0.0,0.05448508262634277
609,4483,20187049,0,0.0,0.055716753005981445
610,4493,20313049,0,0.0,0.05475187301635742
611,4507,20367169,0,0.0,0.05584836006164551
612,4513,20403289,0,0.0,0.05543160438537598
613,4517,20421361,0,0.0,0.055145263671875
614,4519,20457529,0,0.0,0.05482816696166992
615,4523,20675209,0,0.0,0.05572175979614258
616,4547,20693401,0,0.0,0.05176424980163574
617,4549,20802721,0,0.0,0.05626940727233887
618,4561,20857489,0,0.0,0.05597662925720215
619,4567,21003889,0,0.0,0.05666828155517578
620,4583,21077281,0,0.0,0.05332159996032715
621,4591,21132409,0,0.0,0.05682945251464844
622,4597,21187609,0,0.0,0.057713985443115234
623,4603,21353641,0,0.0,0.05824732780456543
624,4621,21501769,0,0.0,0.05759477615356445
625,4637,21520321,0,0.0,0.05847358703613281
626,4639,21557449,0,0.0,0.058824777603149414
627,4643,21613201,0,0.0,0.05891060829162598
628,4649,21631801,0,0.0,0.05794954299926758
629,4651,21687649,0,0.0,0.05917811393737793
630,4657,21743569,0,0.0,0.054854393005371094
631,4663,21836929,0,0.0,0.059525489807128906
632,4673,21893041,0,0.0,0.05953478813171387
633,4679,22005481,0,0.0,0.059421539306640625
634,4691,22118209,0,0.0,0.060224056243896484
635,4703,22287841,0,0.0,0.06107687950134277
636,4721,22306729,0,0.0,0.0606839656829834
637,4723,22363441,0,0.0,0.060898542404174805
638,4729,22401289,0,0.0,0.061412811279296875
639,4733,22572001,0,0.0,0.05606651306152344
640,4751,22648081,0,0.0,0.06216073036193848
641,4759,22877089,0,0.0,0.06259417533874512
642,4783,22915369,0,0.0,0.061626434326171875
643,4787,22934521,0,0.0,0.06276488304138184
644,4789,22972849,0,0.0,0.057230472564697266
645,4793,23030401,0,0.0,0.06283330917358398
646,4799,23049601,0,0.0,0.06284379959106445
647,4801,23164969,0,0.0,0.063140869140625
648,4813,23203489,0,0.0,0.06309175491333008
649,4817,23338561,0,0.0,0.06288290023803711
650,4831,23629321,0,0.0,0.06443190574645996
651,4861,23726641,0,0.0,0.0645897388458252
652,4871,23785129,0,0.0,0.06476354598999023
653,4877,23902321,0,0.0,0.05874896049499512
654,4889,24039409,0,0.0,0.06441569328308105
655,4903,24098281,0,0.0,0.0644385814666748
656,4909,24196561,0,0.0,0.06540632247924805
657,4919,24314761,0,0.0,0.0649259090423584
658,4931,24334489,0,0.0,0.05916905403137207
659,4933,24373969,0,0.0,0.06512117385864258
660,4937,24433249,0,0.0,0.06525897979736328
661,4943,24512401,0,0.0,0.06068158149719238
662,4951,24571849,0,0.0,0.06554126739501953
663,4957,24671089,0,0.0,0.06587076187133789
664,4967,24690961,0,0.0,0.06618881225585938
665,4969,24730729,0,0.0,0.06624507904052734
666,4973,24870169,0,0.0,0.06701445579528809
667,4987,24930049,0,0.0,0.06707501411437988
668,4993,24990001,0,0.0,0.0664677619934082
669,4999,25030009,0,0.0,0.0669698715209961
670,5003,25090081,0,0.0,0.06755876541137695
671,5009,25110121,0,0.0,0.06789040565490723
672,5011,25210441,0,0.0,0.06444811820983887
673,5021,25230529,0,0.0,0.06769847869873047
674,5023,25391521,0,0.0,0.06381082534790039
675,5039,25512601,0,0.0,0.06878924369812012
676,5051,25593481,0,0.0,0.06831717491149902
677,5059,25775929,0,0.0,0.06915116310119629
678,5077,25816561,0,0.0,0.0691521167755127
679,5081,25877569,0,0.0,0.06943821907043457
680,5087,25999801,0,0.0,0.0698556900024414
681,5099,26020201,0,0.0,0.07011795043945312
682,5101,26081449,0,0.0,0.06987857818603516
683,5107,26142769,0,0.0,0.07082772254943848
684,5113,26204161,0,0.0,0.0682058334350586
685,5119,26491609,0,0.0,0.07032608985900879
686,5147,26553409,0,0.0,0.06889820098876953
687,5153,26697889,0,0.0,0.07190132141113281
688,5167,26739241,0,0.0,0.0683901309967041
689,5171,26822041,0,0.0,0.07213068008422852
690,5179,26925721,0,0.0,0.07192087173461914
691,5189,27008809,0,0.0,0.0724630355834961
692,5197,27133681,0,0.0,0.07256674766540527
693,5209,27321529,0,0.0,0.07292461395263672
694,5227,27363361,0,0.0,0.0738210678100586
695,5231,27384289,0,0.0,0.07315397262573242
696,5233,27426169,0,0.0,0.07421588897705078
